OBJECTID,BoroCode,BoroCT,BldgArea,ResArea,Res_pct,TotalPop,LowMod_Population,LoMod_pct,Eligibility,CT_text
797,3,3021500,"29,60,372","27,13,343",0.916554744,"5,130","2,785",0.54288499,CD Eligible,3021500
798,3,3021600,"17,33,218","14,29,241",0.824616984,"4,445","3,475",0.781777278,CD Eligible,3021600
799,3,3021700,"19,46,874","15,46,386",0.794291772,"3,900","2,350",0.602564103,CD Eligible,3021700
800,3,3021800,"15,97,878","12,69,566",0.794532499,"4,390","3,280",0.74715262,CD Eligible,3021800
801,3,3021900,"20,43,174","16,95,791",0.829978749,"3,550","2,110",0.594366197,CD Eligible,3021900
802,3,3022000,"25,60,650","16,94,259",0.661651924,"4,300","3,725",0.86627907,CD Eligible,3022000
803,3,3022100,"20,27,581","14,78,108",0.729000716,"3,770","2,455",0.651193634,CD Eligible,3022100
804,3,3022200,"23,73,389","17,68,406",0.745097411,"4,525","3,955",0.874033149,CD Eligible,3022200
805,3,3022400,"20,80,439","16,90,149",0.812400171,"5,950","4,925",0.827731092,CD Eligible,3022400
806,3,3022600,"16,19,308","5,98,917",0.369859841,"2,435","1,965",0.80698152,Ineligible,3022600
807,3,3022700,"29,45,696","19,30,459",0.655349024,"3,685","2,330",0.63229308,CD Eligible,3022700
808,3,3022800,"17,30,992","8,71,654",0.503557498,"3,315","2,705",0.815987934,CD Eligible,3022800
809,3,3022900,"20,32,288","15,48,406",0.761902841,"3,780","2,395",0.633597884,CD Eligible,3022900
810,3,3023000,"16,99,446","12,26,693",0.721819346,"3,835","3,275",0.853976532,CD Eligible,3023000
811,3,3023100,"21,80,702","16,03,050",0.735107319,"3,495","1,775",0.507868383,Ineligible,3023100
812,3,3023200,"30,23,913","20,90,070",0.691180599,"5,755","4,835",0.84013901,CD Eligible,3023200
813,3,3023300,"25,46,738","21,43,149",0.841527083,"4,765","3,595",0.754459601,CD Eligible,3023300
814,3,3023400,"27,32,837","21,58,959",0.790006502,"5,150","4,280",0.831067961,CD Eligible,3023400
815,3,3023500,"23,86,083","17,77,245",0.744837879,"3,975","2,875",0.72327044,CD Eligible,3023500
816,3,3023600,"29,85,664","23,66,771",0.792711772,"5,695","5,075",0.891132572,CD Eligible,3023600
817,3,3023800,"24,66,853","19,77,173",0.801496076,"4,145","3,370",0.813027744,CD Eligible,3023800
818,3,3024000,"21,83,205","18,73,607",0.858191054,"4,325","3,470",0.802312139,CD Eligible,3024000
819,3,3024100,"22,82,095","12,66,161",0.554823967,"2,160","1,195",0.553240741,CD Eligible,3024100
820,3,3024200,"18,45,487","13,62,308",0.738183471,"3,055","2,300",0.752864157,CD Eligible,3024200
821,3,3024300,"21,14,003","17,29,729",0.818224477,"4,260","2,350",0.551643192,CD Eligible,3024300
822,3,3024400,"13,40,701","10,98,362",0.819244559,"3,750","2,725",0.726666667,CD Eligible,3024400
823,3,3024500,"20,84,433","16,24,730",0.77945897,"3,860","2,435",0.630829016,CD Eligible,3024500
824,3,3024600,"13,48,417.10","10,69,832",0.793398422,"3,195","2,130",0.666666667,CD Eligible,3024600
825,3,3024700,"22,87,967","10,32,872",0.451436581,"2,105","1,515",0.719714964,Ineligible,3024700
826,3,3024800,"13,30,314","7,77,102",0.584149306,"3,055","1,960",0.641571195,CD Eligible,3024800
827,3,3024900,"22,73,380","15,67,576",0.689535405,"3,955","2,710",0.685208597,CD Eligible,3024900
828,3,3025000,"13,83,463","4,34,608",0.314145011,"1,520",980,0.644736842,Ineligible,3025000
829,3,3025100,"16,75,047","13,88,774",0.829095542,"3,525","2,770",0.785815603,CD Eligible,3025100
830,3,3025200,"19,81,972","16,09,923",0.812283423,"5,340","3,315",0.620786517,CD Eligible,3025200
831,3,3025300,"19,89,069","12,47,852",0.627354808,"2,530","1,480",0.584980237,CD Eligible,3025300
832,3,3025400,"12,64,646","11,00,880",0.870504473,"4,260","2,555",0.599765258,CD Eligible,3025400
833,3,3025500,"16,02,192","16,00,192",0.99875171,"5,270","4,930",0.935483871,CD Eligible,3025500
834,3,3025600,"13,13,120","9,89,848",0.753813817,"3,195","2,030",0.635367762,CD Eligible,3025600
835,3,3025700,"21,63,666","9,78,078",0.452046665,"2,035","1,335",0.656019656,Ineligible,3025700
836,3,3025800,"18,03,249","15,62,868",0.866695614,"4,220","2,825",0.66943128,CD Eligible,3025800
837,3,3025901,"11,57,511","8,17,716",0.706443394,"1,875","1,390",0.741333333,CD Eligible,3025901
838,3,3025902,"8,00,000","8,00,000",1,"3,735","3,645",0.975903614,CD Eligible,3025902
839,3,3026000,"13,84,959","11,16,882",0.806436869,"3,690","2,350",0.636856369,CD Eligible,3026000
840,3,3026100,"27,76,306","23,60,424",0.850203112,"4,990","3,130",0.627254509,CD Eligible,3026100
841,3,3026200,"9,85,371","8,34,140",0.846523797,"2,420","1,340",0.553719008,CD Eligible,3026200
842,3,3026300,"8,81,855","7,24,611",0.821689507,"2,000","1,450",0.725,CD Eligible,3026300
843,3,3026400,"16,57,055","13,79,164",0.832298264,"4,945","3,240",0.65520728,CD Eligible,3026400
844,3,3026500,"19,08,826","14,55,471",0.762495377,"3,450","2,415",0.7,CD Eligible,3026500
845,3,3026600,"13,29,618","11,56,345",0.869682119,"3,420","1,895",0.554093567,CD Eligible,3026600
846,3,3026700,"20,73,109","15,66,730",0.755739327,"3,400","1,930",0.567647059,CD Eligible,3026700
847,3,3026800,"16,13,252","15,39,781",0.954457828,"3,685","2,495",0.677069199,CD Eligible,3026800
848,3,3026900,"16,41,140","11,28,585",0.687683561,"2,640","1,610",0.609848485,CD Eligible,3026900
849,3,3027000,"11,46,719","9,97,874",0.870199238,"2,540","1,505",0.592519685,CD Eligible,3027000
850,3,3027100,"25,59,516.99","14,25,937.99",0.557112141,"2,485","1,890",0.76056338,CD Eligible,3027100
851,3,3027200,"13,01,193","12,39,650",0.952702635,"3,695","2,435",0.658998647,CD Eligible,3027200
852,3,3027300,"18,79,006","13,06,987",0.695573617,"2,630","1,770",0.673003802,CD Eligible,3027300
853,3,3027400,"12,42,957","10,37,988",0.835095663,"3,080","1,685",0.547077922,CD Eligible,3027400
854,3,3027500,"20,72,354","14,44,668",0.697114489,"4,155","2,425",0.583634176,CD Eligible,3027500
855,3,3027600,"13,75,839","10,82,734",0.786962719,"4,325","2,925",0.676300578,CD Eligible,3027600
856,3,3027700,"19,10,430","14,58,239",0.763304073,"4,965","3,915",0.788519637,CD Eligible,3027700
857,3,3027800,"15,35,078","11,70,722",0.762646589,"3,420","2,375",0.694444444,CD Eligible,3027800
858,3,3027900,"17,60,007","13,71,467",0.779239514,"3,905","2,215",0.567221511,CD Eligible,3027900
859,3,3028000,"9,75,527","5,34,382",0.547788016,"1,680",995,0.592261905,CD Eligible,3028000
860,3,3028100,"29,53,513","23,32,572",0.789761887,"4,815","3,945",0.819314642,CD Eligible,3028100
861,3,3028200,"14,21,442","10,78,529",0.758756952,"3,225","2,020",0.626356589,CD Eligible,3028200
862,3,3028300,"16,63,796","14,03,885",0.843784334,"3,990","3,215",0.805764411,CD Eligible,3028300
863,3,3028400,"16,37,950","13,94,321",0.851259806,"3,665","2,130",0.581173261,CD Eligible,3028400
864,3,3028501,"12,18,516","1,83,991",0.150995966,265,115,0.433962264,Ineligible,3028501
865,3,3028502,"14,40,768","13,54,815",0.940342234,"2,625","2,360",0.899047619,CD Eligible,3028502
866,3,3028600,"18,58,588","17,38,034",0.935136781,"4,700","3,320",0.706382979,CD Eligible,3028600
867,3,3028700,"17,29,491","12,80,111",0.740166326,"2,765","1,775",0.641952984,CD Eligible,3028700
868,3,3028800,"15,76,239","12,16,717",0.771911493,"3,495","2,355",0.673819742,CD Eligible,3028800
869,3,3028900,"16,75,259","13,25,650",0.791310478,"3,270","2,395",0.732415902,CD Eligible,3028900
870,3,3029000,"19,14,690","16,22,491",0.847390961,"4,020","2,710",0.674129353,CD Eligible,3029000
871,3,3029100,"17,57,795","11,87,714",0.675684025,"2,770","1,785",0.644404332,CD Eligible,3029100
872,3,3029200,"11,58,005","10,31,379",0.890651595,"2,540","1,745",0.687007874,CD Eligible,3029200
873,3,3029300,"18,99,479","12,63,653",0.665262948,"3,425","2,650",0.773722628,CD Eligible,3029300
874,3,3029400,"11,87,027.40","5,37,427",0.45275029,"1,755",980,0.558404558,Ineligible,3029400
875,3,3029500,"20,12,504","15,14,283",0.752437262,"3,800","1,925",0.506578947,Ineligible,3029500
876,3,3029600,"25,06,151","22,64,122",0.903426011,"5,710","3,435",0.601576182,CD Eligible,3029600
877,3,3029700,"22,49,528","15,81,666",0.703110164,"3,950","2,460",0.62278481,CD Eligible,3029700
878,3,3029800,"15,72,040","12,60,681",0.801939518,"3,865","2,140",0.553686934,CD Eligible,3029800
879,3,3029900,"14,45,933.77","9,79,730.77",0.677576519,"2,400","2,000",0.833333333,CD Eligible,3029900
880,3,3030000,"15,39,006","12,22,774",0.794521919,"4,050","2,035",0.502469136,Ineligible,3030000
881,3,3030100,"16,63,426","9,15,615",0.550439274,"2,745","1,635",0.595628415,CD Eligible,3030100
882,3,3030200,"15,17,777","12,17,359",0.802067102,"4,355","2,490",0.571756602,CD Eligible,3030200
883,3,3030300,"22,97,225","18,08,041",0.787054381,"4,880","3,795",0.777663934,CD Eligible,3030300
884,3,3030400,"26,47,524.58","14,13,478.99",0.533887013,"3,735","2,265",0.606425703,CD Eligible,3030400
885,3,3030500,"43,91,623","28,41,231",0.646966053,"5,620","3,360",0.597864769,CD Eligible,3030500
886,3,3030600,"12,18,712","6,58,053",0.539957759,"2,005","1,000",0.498753117,Ineligible,3030600
887,3,3030700,"25,35,759.15","18,78,090.15",0.740642166,"4,300","3,695",0.859302326,CD Eligible,3030700
888,3,3030800,"15,52,919","9,07,967",0.584684069,"1,900",960,0.505263158,Ineligible,3030800
889,3,3030900,"13,20,539","7,14,009",0.540695125,"2,130","1,605",0.753521127,CD Eligible,3030900
890,3,3031100,"16,54,852","11,02,527",0.666239035,"2,805","1,870",0.666666667,CD Eligible,3031100
891,3,3031300,"26,71,827","20,80,012",0.778498009,"4,110","2,745",0.667883212,CD Eligible,3031300
892,3,3031400,"25,90,746","21,93,478",0.846658839,"4,375","2,780",0.635428571,CD Eligible,3031400
893,3,3031500,"27,00,613","21,48,625",0.795606405,"4,660","3,225",0.692060086,CD Eligible,3031500
894,3,3031701,"21,31,994","16,50,176",0.774005931,"3,260","1,820",0.558282209,CD Eligible,3031701
895,3,3031702,"16,78,248","13,66,311",0.814129378,"3,845","2,470",0.642392718,CD Eligible,3031702
896,3,3031900,"17,94,484","14,12,110",0.786917019,"3,785","2,770",0.731836196,CD Eligible,3031900
897,3,3032100,"26,10,904","22,46,385",0.860385905,"5,875","4,575",0.778723404,CD Eligible,3032100
898,3,3032300,"20,24,041","14,53,044",0.717892572,"3,835","2,370",0.617992177,CD Eligible,3032300
899,3,3032500,"31,59,513","25,43,367",0.804987034,"6,445","4,440",0.688906129,CD Eligible,3032500
900,3,3032600,"28,49,557","23,81,926",0.835893439,"6,930","5,710",0.823953824,CD Eligible,3032600
901,3,3032700,"20,35,653","13,97,135",0.686332592,"2,490","1,460",0.586345382,CD Eligible,3032700
902,3,3032800,"13,07,113","10,61,189",0.811857123,"2,620","1,515",0.578244275,CD Eligible,3032800
903,3,3032900,"25,87,250","23,13,096",0.894036525,"5,780","3,950",0.683391003,CD Eligible,3032900
904,3,3033000,"16,23,532","15,10,372",0.930300111,"4,635","3,820",0.82416397,CD Eligible,3033000
905,3,3033100,"18,38,515","16,04,218",0.872561823,"4,380","3,345",0.76369863,CD Eligible,3033100
906,3,3033300,"20,31,173","16,89,089",0.831583031,"4,725","3,520",0.744973545,CD Eligible,3033300
907,3,3033500,"16,13,289","13,32,397",0.825888604,"2,790","1,715",0.614695341,CD Eligible,3033500
908,3,3033600,"23,94,078.66","20,62,468",0.861487149,"3,950","1,970",0.498734177,Ineligible,3033600
909,3,3033700,"22,77,795","17,27,628",0.758465095,"3,765","2,695",0.715803453,CD Eligible,3033700
910,3,3033900,"23,61,480","19,59,247",0.829669106,"4,490","3,465",0.771714922,CD Eligible,3033900
911,3,3034000,"10,37,128","4,53,392",0.437161083,"1,415","1,260",0.890459364,Ineligible,3034000
912,3,3034100,"17,01,726","11,93,921",0.701594146,"2,560","1,495",0.583984375,CD Eligible,3034100
913,3,3034200,"37,40,724","32,39,443",0.865993588,"5,750","5,165",0.89826087,CD Eligible,3034200
914,3,3034300,"27,57,448","18,58,533",0.674004732,"5,010","4,130",0.824351297,CD Eligible,3034300
915,3,3034500,"12,38,157","9,43,360",0.761906608,"2,890","2,070",0.716262976,CD Eligible,3034500
916,3,3034700,"18,63,226","13,71,022",0.735832368,"3,325","2,515",0.756390977,CD Eligible,3034700
917,3,3034800,"22,93,602","7,88,585",0.34381946,"2,180","1,375",0.630733945,Ineligible,3034800
918,3,3034900,"23,33,199","19,64,449",0.841955187,"5,295","4,410",0.83286119,CD Eligible,3034900
919,3,3035000,"19,83,393.80","17,36,698.80",0.875619758,"2,805","2,085",0.743315508,CD Eligible,3035000
920,3,3035100,"21,97,740","17,03,583",0.775152202,"4,430","3,925",0.886004515,CD Eligible,3035100
921,3,3035200,"11,97,192.79","3,73,812",0.312240437,595,595,1,Ineligible,3035200
922,3,3035300,"20,89,038","19,03,774",0.911316118,"5,120","3,910",0.763671875,CD Eligible,3035300
923,3,3035400,"43,01,405.98","30,94,753",0.719474752,"5,370","2,410",0.448789572,Ineligible,3035400
924,3,3035500,"21,53,774","18,85,160",0.875282179,"5,620","4,355",0.774911032,CD Eligible,3035500
925,3,3035601,"18,00,000","18,00,000",1,"2,590","1,495",0.577220077,CD Eligible,3035601
926,3,3035602,"33,66,214.33","31,12,960.35",0.924765937,"4,835","2,650",0.548086867,CD Eligible,3035602
927,3,3035700,"10,15,212","8,90,420",0.877077891,"2,500","2,315",0.926,CD Eligible,3035700
928,3,3035900,"25,16,914","22,26,088",0.884451356,"4,835","3,830",0.792140641,CD Eligible,3035900
929,3,3036001,"19,35,228","16,60,644",0.858112843,"2,895","1,995",0.689119171,CD Eligible,3036001
930,3,3036002,"24,80,031","23,27,516",0.938502785,"3,970","3,095",0.779596977,CD Eligible,3036002
931,3,3036100,"12,78,410","8,56,977",0.670345977,"2,200","1,975",0.897727273,CD Eligible,3036100
932,3,3036200,"17,10,370","11,09,459",0.648666078,"3,325","2,510",0.754887218,CD Eligible,3036200
933,3,3036300,"25,39,745","22,83,113",0.898953635,"4,075","3,050",0.748466258,CD Eligible,3036300
934,3,3036400,"13,12,237","9,21,367",0.702134599,"2,060","1,245",0.604368932,CD Eligible,3036400
935,3,3036501,"15,22,539","11,25,551",0.739259224,"2,675","2,125",0.794392523,CD Eligible,3036501
936,3,3036502,"8,71,877","4,99,932",0.573397394,950,765,0.805263158,CD Eligible,3036502
937,3,3036600,"19,19,060","12,12,294",0.631712401,"4,405","3,480",0.790011351,CD Eligible,3036600
938,3,3036700,"8,39,753","3,78,872",0.451170761,"1,425","1,115",0.78245614,Ineligible,3036700
939,3,3036900,"24,93,956","18,70,882",0.750166402,"4,780","4,025",0.842050209,CD Eligible,3036900
940,3,3037000,"26,16,150","14,90,997",0.569920303,"4,075","1,835",0.450306748,Ineligible,3037000
941,3,3037100,"17,08,465","14,58,555",0.853722494,"4,705","2,950",0.626992561,CD Eligible,3037100
942,3,3037300,"20,40,925","16,29,773",0.798546247,"4,065","3,365",0.827798278,CD Eligible,3037300
943,3,3037401,"20,35,535","17,54,241",0.861808321,"4,175","2,215",0.530538922,CD Eligible,3037401
944,3,3037402,"24,77,115","19,25,362",0.777259837,"4,665","3,445",0.738478028,CD Eligible,3037402
945,3,3037500,"20,85,970","14,67,650",0.703581547,"3,105","2,325",0.748792271,CD Eligible,3037500
946,3,3037700,"18,85,966","14,39,567",0.763304853,"4,240","2,570",0.606132075,CD Eligible,3037700
947,3,3037900,"17,51,272","13,44,869",0.76793839,"3,540","2,495",0.70480226,CD Eligible,3037900
948,3,3038100,"23,69,116","19,75,679",0.833930884,"5,550","4,415",0.795495495,CD Eligible,3038100
949,3,3038200,"18,10,387","17,21,834",0.951086149,"5,785","5,160",0.891961971,CD Eligible,3038200
950,3,3038300,"21,01,806","14,99,899",0.713623902,"4,645","2,365",0.509149623,Ineligible,3038300
951,3,3038500,"17,93,852","13,45,634",0.750136578,"3,345","2,280",0.68161435,CD Eligible,3038500
952,3,3038600,"14,66,099","10,20,420",0.696010297,"3,615","2,390",0.661134163,CD Eligible,3038600
953,3,3038700,"23,73,409","16,01,827",0.674905589,"3,915","3,050",0.779054917,CD Eligible,3038700
954,3,3038800,"16,61,515","13,36,084",0.804135984,"4,040","2,210",0.547029703,CD Eligible,3038800
955,3,3038900,"19,85,044","11,23,990",0.566229262,"3,250","2,170",0.667692308,CD Eligible,3038900
956,3,3039000,"10,78,675","8,93,338",0.82818087,"2,320","1,405",0.605603448,CD Eligible,3039000
957,3,3039100,"26,70,901","21,16,106",0.792281706,"3,085","2,595",0.841166937,CD Eligible,3039100
958,3,3039200,"13,22,758","11,29,801",0.854125244,"2,810","1,895",0.674377224,CD Eligible,3039200
959,3,3039300,"20,67,962","15,02,480",0.726551068,"3,340","2,400",0.718562874,CD Eligible,3039300
960,3,3039400,"13,86,644","11,32,299",0.816575127,"2,480","1,585",0.639112903,CD Eligible,3039400
961,3,3039500,"18,62,179","14,72,883",0.790945983,"3,735","3,345",0.895582329,CD Eligible,3039500
962,3,3039600,"12,34,417","10,66,852",0.864255758,"2,090","1,095",0.523923445,CD Eligible,3039600
963,3,3039700,"16,73,626","12,84,400",0.767435496,"3,265","2,480",0.75957121,CD Eligible,3039700
964,3,3039800,"12,28,341","7,85,177",0.639217449,"2,860","1,665",0.582167832,CD Eligible,3039800
965,3,3039900,"16,02,425","12,47,855",0.778729114,"3,390","2,595",0.765486726,CD Eligible,3039900
966,3,3040000,"12,90,007","9,93,536",0.770178766,"3,430","2,380",0.693877551,CD Eligible,3040000
967,3,3040100,"16,63,820","11,43,317",0.687163876,"3,140","2,565",0.816878981,CD Eligible,3040100
968,3,3040200,"10,60,965","7,68,673",0.724503636,"2,685","1,510",0.562383613,CD Eligible,3040200
969,3,3040300,"17,88,924","12,77,555",0.714147163,"3,640","2,680",0.736263736,CD Eligible,3040300
970,3,3040400,"9,97,502","7,68,376",0.77030021,"2,450","1,320",0.53877551,CD Eligible,3040400
971,3,3040500,"8,59,546","5,63,322",0.655371557,"1,520","1,035",0.680921053,CD Eligible,3040500
972,3,3040600,"10,46,593","9,79,635",0.936022886,"3,330","2,205",0.662162162,CD Eligible,3040600
973,3,3040700,"6,000",0,0,0,0,,Ineligible,3040700
974,3,3040800,"10,58,678","9,21,817",0.870724621,"3,305","1,920",0.580937973,CD Eligible,3040800
975,3,3040900,"14,85,302","10,94,811",0.737096564,"3,690","2,945",0.798102981,CD Eligible,3040900
976,3,3041000,"11,24,558","6,65,828",0.592079733,"1,830","1,240",0.677595628,CD Eligible,3041000
977,3,3041100,"12,97,791","10,02,776",0.772679114,"3,385","2,450",0.723781388,CD Eligible,3041100
978,3,3041200,"13,86,929","10,20,213",0.735591368,"2,835","1,780",0.627865961,CD Eligible,3041200
979,3,3041300,"16,18,339","12,33,384",0.762129566,"4,365","3,230",0.73997709,CD Eligible,3041300
980,3,3041401,"8,87,703","6,93,740",0.781500119,"1,480","1,030",0.695945946,CD Eligible,3041401
981,3,3041402,"11,91,277","11,67,413",0.979967715,"1,615","1,205",0.746130031,CD Eligible,3041402
982,3,3041500,"15,28,926","11,19,190",0.732010575,"4,475","2,915",0.651396648,CD Eligible,3041500
983,3,3041600,"12,54,451","9,75,039",0.77726352,"2,645","1,615",0.610586011,CD Eligible,3041600
984,3,3041700,"14,57,293.86","13,03,021.56",0.894137823,"3,155","2,675",0.847860539,CD Eligible,3041700
985,3,3041800,"15,63,288","12,03,852",0.770076915,"2,300","1,790",0.77826087,CD Eligible,3041800
986,3,3041900,"15,72,046.14","13,28,767.44",0.845247099,"4,030","3,440",0.853598015,CD Eligible,3041900
987,3,3042000,"13,12,468","7,23,270",0.551076293,"1,890","1,245",0.658730159,CD Eligible,3042000
988,3,3042100,"15,69,101","13,49,626",0.860126913,"3,985","3,220",0.808030113,CD Eligible,3042100
989,3,3042200,"17,34,902","14,02,475",0.808388601,"3,445","1,560",0.452830189,Ineligible,3042200
990,3,3042300,"21,77,074","14,30,561",0.657102607,"4,720","3,795",0.804025424,CD Eligible,3042300
991,3,3042400,"15,45,487","13,07,240",0.845843414,"3,430","2,055",0.599125364,CD Eligible,3042400
992,3,3042500,"16,93,124","9,42,503",0.556665076,"2,895","2,305",0.796200345,CD Eligible,3042500
993,3,3042600,"15,70,484","13,84,535",0.881597648,"4,405","2,780",0.631101022,CD Eligible,3042600
994,3,3042700,"18,09,815","15,61,448",0.862766636,"5,610","4,770",0.85026738,CD Eligible,3042700
995,3,3042800,"18,11,789","14,83,102",0.818584283,"3,760","2,300",0.611702128,CD Eligible,3042800
996,3,3042900,"19,34,492","16,38,943",0.847221389,"5,730","4,350",0.759162304,CD Eligible,3042900
997,3,3043000,"14,89,710","12,47,622",0.837493203,"3,395","2,460",0.724594993,CD Eligible,3043000
