,GEOID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
62,36031960300,0,6,2,0,0,0,0,1.38E-09,1.22E-06,2.01E-11,8.42E-07,0,1,0,2,3,0,0
63,36077590302,0,0,0,0,0,0,0,0,1.19E-06,0,1.15E-06,0,0,0,0,0,0,0
64,36103135209,0,1,1,0,0,0,8.72E-08,0,1.16E-06,7.72E-11,2.27E-07,0,0,0,0,0,0,0
65,36081018600,0,0,0,0,0,0,9.31E-09,0,3.91E-09,0,5.57E-08,0,0,0,0,0,0,0
66,36001013603,0,0,4,0,0,0,2.64E-08,5.56E-12,7.22E-07,7.97E-12,1.76E-07,0,0,2,0,0,0,0
67,36061011900,0,48,6,1,0,0,0,3.36E-15,2.57E-08,0,1.23E-08,0,5,1,0,1,0,3
68,36103122704,0,0,0,0,0,0,0,0,7.43E-08,4.09E-12,1.39E-07,8.18E-13,0,0,0,0,0,2
69,36059413100,0,10,2,0,4,0,4.28E-09,0,9.77E-08,1.15E-12,2.06E-07,1.75E-11,3,1,0,1,0,0
70,36055006000,0,0,0,0,0,0,0,0,5.97E-08,2.75E-11,1.02E-07,0,0,0,1,0,0,0
71,36005016400,0,0,0,0,0,0,0,0,1.62E-08,0,2.12E-08,0,0,0,1,0,0,0
72,36081071702,0,8,2,0,0,0,6.48E-08,0,8.68E-08,0,2.64E-08,0,2,1,0,2,0,0
73,36047118201,0,1,0,0,0,0,0,0,1.37E-08,0,3.91E-08,0,1,0,0,1,0,0
74,36121971100,3.65E-12,2,0,0,0,0,0,9.75E-12,2.39E-06,2.39E-12,1.14E-06,0,0,0,2,0,0,0
75,36013037000,0,0,0,0,0,3.26E-11,0,0,1.40E-06,0,4.87E-07,0,0,0,1,0,0,0
76,36005018301,0,0,0,0,0,0,0,0,9.17E-09,0,8.11E-09,0,0,0,1,0,0,0
77,36103111703,0,0,0,0,0,7.03E-12,0,0,1.51E-07,0,2.05E-07,1.58E-12,0,0,0,8,0,0
78,36081116301,0,2,5,2,1,0,0,0,3.25E-08,0,2.35E-08,0,2,4,0,0,0,0
79,36121970900,0,0,1,0,0,0,0,1.85E-10,9.64E-07,0,9.78E-07,0,0,0,1,0,0,0
80,36117020800,0,6,2,0,3,0,0,1.56E-11,7.82E-07,0,8.92E-07,0,1,2,0,0,0,0
81,36061013203,0,9,2,2,0,0,0,0,4.23E-09,0,7.34E-09,0,3,0,1,2,0,1
82,36087011507,0,0,0,0,0,0,0,0,1.87E-07,0,3.07E-07,0,0,0,0,0,0,0
83,36007011903,0,2,0,0,0,0,1.51E-07,1.24E-11,1.30E-06,0,6.65E-07,0,0,0,1,0,0,0
84,36047093000,0,0,0,0,0,0,0,0,2.71E-08,0,5.30E-08,0,0,0,0,1,0,0
85,36105950400,0,0,0,0,0,0,0,1.80E-10,9.33E-07,5.13E-11,1.60E-06,0,0,1,2,0,0,0
86,36061023900,0,2,0,0,0,0,0,0,1.03E-08,0,3.85E-09,0,0,0,1,0,0,0
87,36005046204,0,0,0,0,0,0,0,0,5.15E-08,0,7.29E-09,0,0,0,0,0,0,0
88,36109001901,8.27E-12,2,0,0,0,3.51E-11,0,9.44E-10,1.88E-06,1.69E-10,4.73E-07,0,2,0,0,1,0,0
89,36005014701,0,0,0,0,0,0,0,0,1.13E-08,1.05E-11,1.48E-08,0,0,0,2,0,0,0
90,36081055300,0,23,1,3,0,0,0,0,5.89E-09,0,2.06E-08,0,8,0,0,0,0,0
91,36103112215,2.01E-11,0,3,0,0,0,1.64E-07,4.21E-11,1.61E-06,5.58E-11,1.00E-07,5.78E-12,0,3,1,10,0,2
92,36047076400,0,0,0,0,0,0,0,0,8.39E-09,0,2.40E-08,0,0,0,0,0,0,0
93,36005035800,0,0,1,0,0,0,0,0,5.00E-08,0,1.74E-07,0,0,0,0,1,0,0
94,36041950300,0,8,1,0,0,0,0,0,2.19E-06,0,1.07E-06,0,3,1,2,2,0,0
95,36027640001,0,0,0,0,0,0,1.67E-08,0,4.46E-08,0,4.35E-12,0,0,0,0,0,0,0
96,36083052003,0,5,1,0,0,0,0,2.31E-12,4.41E-07,0,6.39E-07,0,1,1,0,0,0,0
97,36067012500,0,2,2,0,0,0,0,0,6.41E-08,0,2.29E-07,0,1,0,0,0,0,0
98,36029013400,1.54E-11,3,6,0,3,2.13E-11,4.99E-09,2.66E-11,2.71E-07,3.00E-10,3.60E-07,5.36E-11,1,2,0,5,0,0
99,36093032700,0,0,5,1,1,1.13E-10,0,0,1.32E-07,0,2.19E-07,0,0,2,1,1,0,0
100,36059520700,0,0,0,0,0,0,3.66E-08,1.73E-13,3.54E-08,2.71E-10,2.59E-07,6.29E-12,0,0,1,3,0,0
101,36089491100,0,0,0,0,0,0,0,2.19E-10,1.14E-07,2.12E-11,7.05E-08,2.87E-12,0,0,0,13,0,0
102,36045062400,0,1,0,0,0,0,0,3.25E-10,1.72E-06,0,2.02E-06,0,0,0,1,0,0,0
103,36071011802,0,2,3,0,1,5.03E-11,0,7.42E-10,1.01E-06,6.69E-10,4.88E-07,0,2,3,0,1,0,0
104,36047026100,0,7,0,0,0,0,0,0,4.42E-09,0,3.24E-08,0,3,0,0,1,0,0
105,36047025901,0,2,0,0,0,0,0,0,4.47E-09,0,1.37E-08,0,2,0,0,1,0,0
106,36047041100,0,2,0,0,0,0,0,0,4.96E-09,0,1.72E-08,0,2,0,1,0,0,0
107,36081027701,0,4,0,2,0,0,0,0,3.06E-09,0,1.23E-08,0,2,0,0,0,0,0
108,36029015402,0,0,0,0,0,0,1.17E-07,1.07E-10,8.95E-07,0,7.33E-07,0,0,0,2,0,0,0
109,36085009602,0,0,0,0,1,0,0,0,2.38E-08,0,1.09E-07,0,0,0,0,3,0,1
110,36047067800,0,0,0,0,0,0,0,0,2.64E-08,0,4.48E-08,0,0,0,0,0,0,0
111,36105951000,0,0,0,0,0,3.38E-12,0,0,7.54E-07,0,5.11E-07,0,0,1,1,2,0,0
112,36047008600,0,0,0,0,0,0,0,0,8.12E-10,0,6.77E-09,0,0,0,0,0,0,0
113,36075020304,0,0,1,0,0,0,2.13E-07,0,4.17E-07,0,5.18E-07,0,0,1,0,2,0,0
114,36005023200,0,1,0,0,0,0,0,0,9.24E-09,0,1.73E-08,0,1,0,1,0,0,0
115,36029008102,0,2,2,0,1,0,0,0,1.40E-07,0,2.07E-07,0,0,0,0,1,0,0
116,36067016001,0,0,2,0,0,5.99E-11,0,7.13E-11,9.94E-07,0,5.23E-07,0,0,1,2,0,0,0
117,36081003800,0,0,0,0,0,0,0,0,1.54E-08,0,7.03E-08,0,0,0,2,4,0,0
118,36059410200,0,8,1,1,1,0,0,6.69E-12,6.77E-08,0,1.63E-07,0,4,1,1,4,0,1
119,36029004003,0,0,0,0,0,0,0,0,3.92E-08,0,1.10E-07,0,0,0,2,0,0,0
120,36049950302,0,2,0,0,0,0,0,0,1.46E-06,0,2.31E-06,0,2,0,1,0,0,0
121,36081056200,0,0,0,0,0,0,0,0,5.11E-09,0,7.46E-08,0,0,0,0,0,0,0
122,36123150200,0,2,0,0,1,0,0,5.90E-12,1.60E-06,0,1.33E-06,0,0,0,2,1,0,0
123,36005016600,0,0,0,0,0,0,1.20E-08,0,1.86E-08,0,3.05E-08,0,0,0,1,0,0,0
124,36087012109,0,0,0,0,0,0,0,0,2.91E-08,0,3.83E-08,0,0,0,1,2,0,0
125,36021001800,0,0,0,0,0,0,2.59E-07,0,9.48E-07,0,1.71E-06,0,0,0,0,0,0,0
126,36083040300,0,0,1,0,0,3.89E-12,0,2.78E-12,8.79E-08,0,1.00E-07,0,0,0,2,3,0,0
127,36087011511,0,0,0,0,0,0,0,0,5.90E-08,0,1.29E-07,0,0,0,0,0,0,0
128,36047016300,0,30,0,1,0,0,0,0,8.92E-09,0,2.21E-08,0,9,0,1,1,0,0
129,36103190603,0,0,0,0,0,0,0,0,2.88E-07,4.76E-10,5.65E-07,0,0,0,0,2,0,0
130,36061008200,0,40,0,3,0,0,0,1.51E-13,2.42E-08,0,1.75E-08,0,3,0,1,0,0,0
131,36047006400,0,7,1,2,1,0,0,0,1.69E-08,0,2.22E-08,0,3,0,0,0,0,0
132,36119006700,0,0,0,0,0,0,0,0,1.34E-07,0,3.62E-07,0,0,0,1,0,0,0
133,36081090700,0,2,0,0,0,1.73E-12,3.88E-08,4.86E-14,4.61E-07,0,9.66E-08,0,1,0,0,2,0,0
134,36029011600,0,1,0,0,0,3.29E-12,8.29E-08,0,1.45E-07,0,9.16E-08,0,0,0,0,0,0,0
135,36061022301,0,5,0,1,0,0,7.84E-09,0,1.77E-08,0,1.74E-08,0,2,0,0,1,0,0
136,36021001900,0,0,0,0,0,0,0,9.24E-12,7.90E-07,0,5.72E-07,0,0,0,0,0,0,0
137,36067005200,0,4,0,0,0,0,0,0,4.73E-08,0,7.06E-08,0,4,0,1,1,0,0
138,36047049700,0,31,5,3,0,0,1.03E-11,0,4.28E-09,0,3.11E-08,0,14,1,0,3,0,0
139,36015010701,0,1,0,0,0,4.72E-13,2.59E-08,0,1.71E-07,0,2.99E-07,0,1,0,0,0,0,0
140,36119013401,0,0,0,0,0,0,0,0,4.06E-08,0,5.69E-08,0,0,0,2,1,0,0
141,36119001401,0,2,0,0,0,0,5.78E-08,0,1.02E-07,0,1.29E-07,0,0,0,1,0,0,0
142,36067013000,0,1,1,0,0,0,0,1.11E-12,8.19E-08,5.92E-14,2.41E-07,9.53E-12,1,0,2,0,0,0
143,36085013302,0,1,0,1,0,0,0,0,8.04E-08,0,6.88E-08,0,1,0,1,0,0,0
144,36059406001,0,14,5,5,2,0,0,4.92E-14,8.58E-08,0,1.89E-07,0,5,3,0,2,0,0
145,36047044600,0,0,0,0,1,0,0,0,5.19E-09,0,2.08E-08,0,0,0,0,4,0,0
146,36005011800,0,0,2,0,0,0,6.82E-08,1.33E-14,1.23E-07,0,2.32E-07,0,0,0,2,2,0,0
147,36061004800,0,32,0,2,6,0,0,0,9.95E-09,0,2.34E-08,0,5,0,2,3,0,0
148,36043010400,0,3,0,0,0,0,3.23E-08,0,8.69E-08,0,2.10E-07,0,1,0,2,1,0,0
149,36083052402,0,0,8,0,1,0,1.13E-07,1.67E-11,7.47E-07,0,2.29E-07,0,0,1,0,2,0,0
150,36111954402,0,1,1,0,0,0,0,2.93E-11,1.39E-06,1.52E-10,7.89E-07,0,0,1,0,0,0,0
151,36005007300,0,0,0,1,0,0,0,0,1.38E-08,5.88E-12,2.00E-08,0,0,0,4,1,0,0
152,36103190504,0,0,0,0,0,0,0,0,5.54E-07,0,3.37E-07,0,0,1,0,1,0,2
153,36029001602,0,0,1,0,0,0,0,0,1.44E-08,0,8.45E-08,0,0,1,1,0,0,0
154,36047004700,0,3,0,0,0,0,2.20E-08,0,4.18E-08,0,6.89E-09,0,0,0,0,0,0,0
155,36007000100,0,1,0,0,0,0,0,0,4.39E-08,7.86E-12,1.07E-07,0,0,0,0,1,0,0
156,36121970202,0,0,0,0,0,0,0,2.49E-12,1.38E-06,0,4.18E-07,0,0,0,3,1,0,0
157,36081138502,0,0,0,0,0,0,3.69E-07,0,1.30E-07,2.57E-11,4.64E-08,0,0,0,0,0,0,0
158,36047094401,0,0,0,0,0,0,0,0,1.18E-07,0,7.48E-08,0,0,0,0,0,0,0
159,36055011303,0,0,0,0,0,1.45E-11,0,1.17E-10,6.88E-07,0,2.07E-07,0,0,0,0,2,0,0
160,36081011000,0,0,0,0,0,0,0,0,6.66E-10,0,6.01E-08,0,0,0,0,1,0,0
161,36055006600,0,0,2,0,0,0,0,0,1.70E-08,0,4.80E-08,0,0,2,1,0,0,0
162,36081004300,0,1,0,0,0,0,0,1.61E-13,1.35E-08,1.70E-11,1.10E-08,0,1,0,0,3,0,0
163,36095740700,0,1,0,0,0,3.02E-12,0,3.50E-11,1.77E-06,0,2.04E-06,0,0,0,2,3,0,0
164,36061006700,0,64,5,1,0,0,0,0,1.54E-08,0,3.07E-08,0,12,0,2,2,0,0
165,36083052406,6.38E-12,2,18,0,0,4.70E-11,6.00E-08,0,6.14E-07,3.60E-12,2.82E-07,3.63E-11,0,7,0,3,0,0
166,36081051500,0,0,0,0,0,0,0,0,3.15E-08,0,3.02E-08,0,0,0,0,0,0,0
167,36081017600,0,0,0,0,0,0,2.86E-09,0,7.78E-09,0,7.02E-08,0,0,0,1,0,0,0
168,36081052000,0,0,0,0,0,0,0,0,9.01E-09,0,6.21E-08,0,0,0,2,0,0,0
169,36047029400,0,5,1,0,2,0,1.38E-08,0,4.48E-08,0,1.05E-08,0,1,0,0,0,0,0
170,36085005000,0,2,0,0,0,0,6.37E-09,2.88E-12,8.31E-08,0,7.91E-08,0,2,0,3,0,0,0
171,36005014702,0,0,0,0,0,0,0,0,1.08E-08,3.58E-12,1.51E-08,0,0,0,0,1,0,0
172,36061026500,0,9,1,0,0,0,6.85E-08,0,2.95E-08,0,1.59E-08,0,4,0,0,0,0,1
173,36103145604,0,0,0,0,0,0,0,0,8.70E-08,0,1.80E-07,0,0,0,2,0,0,0
174,36061012601,0,10,0,1,0,0,0,0,4.90E-09,0,9.51E-09,0,4,0,0,1,0,0
175,36047114600,0,2,0,0,0,0,0,0,7.56E-09,0,6.43E-08,0,1,0,0,0,0,0
176,36013030400,0,1,0,0,0,0,0,0,4.44E-08,0,3.03E-07,0,1,0,1,0,0,0
177,36067010500,3.13E-13,2,9,0,0,0,1.46E-07,3.75E-13,3.40E-07,3.22E-12,2.23E-07,2.85E-11,0,2,0,2,0,0
178,36055014400,0,2,10,0,1,3.49E-11,1.03E-07,2.59E-12,6.39E-07,2.46E-12,2.63E-07,1.53E-11,1,3,2,0,0,0
179,36047051700,0,22,1,1,0,0,0,0,9.29E-09,0,2.41E-08,0,9,0,0,2,0,0
180,36103134906,0,0,0,0,1,0,0,0,1.59E-07,9.27E-10,3.31E-07,0,0,0,0,4,0,0
181,36079011700,0,0,0,0,0,4.41E-13,2.83E-07,0,8.58E-07,0,6.94E-07,0,0,0,0,0,0,0
182,36081038302,0,1,3,0,0,1.11E-12,1.03E-06,5.71E-12,1.38E-06,5.18E-10,9.49E-08,0,1,0,0,0,2,0
183,36083040800,0,1,2,0,0,0,0,0,5.75E-08,0,2.65E-08,0,0,1,2,0,0,0
184,36059520501,0,0,2,0,0,0,2.64E-09,2.03E-11,1.03E-07,0,1.77E-07,7.96E-12,0,2,0,1,0,0
185,36069050601,0,0,0,0,1,0,2.62E-08,1.29E-11,2.15E-06,0,5.51E-07,0,0,0,0,0,0,0
186,36061018000,0,16,0,0,0,0,0,0,1.32E-08,8.80E-12,2.33E-08,0,5,0,1,3,0,0
187,36029001500,0,0,0,0,0,0,0,0,3.92E-08,0,1.45E-07,0,0,0,2,2,0,0
188,36029000600,0,2,0,0,0,0,0,0,3.24E-08,0,1.78E-07,0,0,0,1,0,0,0
189,36081000400,0,7,0,0,0,0,0,0,7.35E-09,0,8.69E-08,0,1,0,1,0,0,0
190,36005022403,0,1,0,0,0,0,1.16E-08,0,8.14E-09,0,9.28E-09,0,0,0,0,0,0,0
191,36081053902,0,0,0,0,0,0,0,0,1.79E-08,0,1.17E-08,0,0,0,0,0,0,0
192,36061012700,0,40,0,1,0,0,0,0,1.71E-08,0,1.23E-08,0,5,0,2,2,0,0
193,36103111602,0,0,0,0,0,0,0,0,5.67E-08,0,1.83E-07,0,0,0,0,1,0,0
194,36059519601,0,12,3,1,0,0,0,4.50E-12,1.01E-07,0,2.08E-07,2.37E-11,3,1,1,2,0,0
195,36093032503,0,3,1,0,0,0,0,3.29E-11,3.64E-07,3.78E-12,2.60E-07,0,2,1,1,2,0,0
196,36055009302,0,17,6,0,0,0,1.70E-08,0,9.82E-08,6.54E-13,3.53E-08,4.69E-14,0,0,0,0,0,0
197,36047004100,0,18,0,1,2,0,0,0,9.35E-09,0,2.45E-08,0,5,0,2,3,0,0
198,36103190712,0,0,4,0,0,0,7.53E-08,5.15E-11,1.11E-06,0,6.83E-07,0,0,5,0,7,0,0
199,36005007200,0,8,0,1,0,0,9.16E-09,0,2.52E-08,0,2.34E-08,0,8,0,0,0,0,1
200,36103147602,0,0,1,0,0,0,4.69E-08,0,2.71E-07,1.03E-09,3.29E-07,1.14E-11,0,0,1,4,0,3
201,36057070200,0,2,1,0,0,0,8.28E-08,0,2.07E-07,0,2.10E-07,0,0,1,2,2,0,0
202,36007010200,4.72E-12,0,3,0,0,1.84E-12,0,2.49E-10,1.67E-06,0,8.15E-07,0,0,0,1,1,0,0
203,36121970700,0,4,2,0,0,2.03E-12,0,3.76E-10,9.10E-07,0,8.09E-07,0,1,1,1,0,0,0
204,36067004200,0,1,2,0,0,8.88E-12,8.41E-09,0,1.04E-07,5.03E-12,7.34E-08,0,0,2,1,0,0,0
205,36059405900,0,9,1,2,1,0,1.86E-08,9.24E-13,7.02E-08,0,2.24E-07,0,3,1,0,4,0,1
206,36001000202,0,2,0,0,3,0,1.32E-07,2.06E-12,1.59E-07,1.73E-11,3.84E-08,0,1,0,1,3,0,0
207,36047020400,0,0,0,0,0,0,0,0,2.57E-09,0,2.63E-08,0,0,0,0,0,0,0
208,36061017100,0,25,1,3,2,0,6.86E-09,0,1.56E-08,0,1.64E-08,0,3,0,0,1,0,0
209,36119000401,0,1,1,0,0,7.06E-12,0,0,6.32E-08,0,3.77E-08,0,1,1,1,1,0,2
210,36055010901,2.26E-12,0,0,0,1,0,6.07E-08,0,1.09E-07,2.65E-11,1.79E-07,0,0,0,1,0,0,0
211,36071000502,0,0,0,0,0,1.29E-12,0,0,3.89E-08,0,1.19E-07,0,0,0,3,3,0,0
212,36047021900,0,21,0,3,0,0,0,0,1.03E-08,0,2.22E-08,0,6,0,0,0,0,0
213,36067003500,0,7,5,0,3,0,1.56E-08,1.38E-12,1.56E-07,2.64E-12,6.72E-08,0,3,4,1,2,0,1
214,36119005100,0,2,0,0,0,0,0,0,1.04E-07,0,1.24E-07,0,2,0,3,1,0,0
215,36047055800,0,0,0,0,1,0,0,0,0,8.20E-12,5.31E-08,0,0,0,0,4,0,0
216,36055013901,0,1,1,0,0,0,0,0,1.07E-07,0,2.01E-07,0,0,1,2,1,0,0
217,36081138501,0,2,0,0,0,0,2.37E-08,0,1.61E-07,0,1.80E-07,0,0,0,0,6,0,0
218,36047030600,0,0,0,0,0,0,0,0,1.11E-08,0,2.65E-08,0,0,0,1,1,0,0
219,36005034400,0,1,0,0,0,0,0,5.23E-14,7.10E-09,0,2.90E-08,0,1,0,0,0,0,0
220,36103145701,0,0,1,0,0,1.23E-10,1.77E-07,1.63E-12,6.62E-07,3.22E-10,3.86E-07,0,0,0,0,2,0,0
221,36063021000,0,3,0,0,0,0,0,0,1.00E-07,0,1.36E-07,0,1,1,1,0,0,0
222,36081155103,0,0,0,0,0,0,1.03E-08,0,1.46E-07,0,1.69E-07,0,0,0,0,1,0,0
223,36029016700,0,3,0,0,0,0,5.24E-08,0,1.80E-07,0,7.26E-08,0,1,0,1,0,0,0
224,36029002300,0,0,0,0,0,0,0,0,2.91E-08,0,8.18E-08,0,0,0,4,0,0,0
225,36083052405,0,1,0,0,1,0,0,2.14E-12,1.25E-07,0,1.56E-07,0,0,0,1,3,0,1
226,36119003700,0,0,0,0,0,0,1.26E-08,0,4.83E-08,0,1.19E-07,0,0,0,2,0,0,0
227,36013036802,0,0,0,0,0,0,2.27E-07,0,1.04E-06,0,1.22E-06,0,0,0,0,0,0,0
228,36103158009,0,0,0,0,0,0,1.86E-08,0,4.10E-08,0,1.87E-07,0,0,0,0,0,0,0
229,36047024900,0,11,0,0,0,0,0,0,6.49E-09,0,2.41E-08,0,5,0,3,0,0,0
230,36103169706,4.34E-12,5,9,0,0,1.00E-10,8.57E-08,3.04E-09,1.72E-06,4.10E-10,6.80E-07,9.44E-11,3,3,0,1,0,0
231,36005034300,0,0,0,0,0,0,0,0,1.29E-08,0,4.34E-08,0,0,0,0,0,0,0
232,36103146705,0,0,0,0,0,0,4.53E-08,0,1.05E-07,2.60E-10,1.98E-07,8.35E-12,0,0,1,7,0,0
233,36081002600,0,1,0,0,0,0,0,0,1.01E-08,0,4.25E-08,0,0,0,0,0,0,0
