,GEOID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1114,36103111701,0,0,0,0,0,6.92E-13,0,0,1.31E-07,0,2.61E-07,0,0,0,0,2,0,0
1115,36081005700,0,23,1,0,0,0,0,0,2.30E-08,0,2.16E-08,0,9,1,1,2,0,0
1116,36081048200,0,3,0,1,0,0,0,1.14E-13,1.46E-08,0,7.46E-08,0,2,0,0,1,0,0
1117,36019103200,0,1,0,0,0,0,0,0,1.32E-07,1.65E-11,1.21E-07,0,0,0,0,0,0,1
1118,36047037000,0,1,2,0,6,0,4.02E-20,0,6.15E-08,0,9.57E-08,0,0,2,0,4,0,0
1119,36087011403,0,2,0,1,0,0,3.61E-08,9.02E-12,1.97E-07,0,4.01E-07,0,0,0,4,0,0,0
1120,36119000802,0,0,0,0,0,0,1.66E-08,0,6.91E-08,0,6.30E-08,0,0,0,0,0,0,0
1121,36015010500,0,0,13,0,0,0,1.34E-07,1.16E-11,4.59E-07,0,1.98E-07,9.02E-12,0,3,3,2,0,0
1122,36103146106,0,0,0,0,0,0,0,0,1.28E-07,0,1.25E-07,0,0,0,1,5,0,0
1123,36007014600,0,1,0,0,0,0,0,0,6.80E-07,0,9.11E-07,0,0,0,1,1,0,0
1124,36119004700,0,0,0,0,0,0,0,0,8.44E-08,0,2.31E-07,0,0,0,2,12,0,0
1125,36059407102,0,1,1,0,0,2.45E-12,3.79E-09,0,6.53E-08,0,1.58E-07,0,1,1,1,1,0,0
1126,36071010200,0,2,3,0,0,0,5.55E-08,0,5.70E-07,9.27E-12,5.61E-07,0,1,1,1,2,0,0
1127,36081029700,0,6,0,0,0,0,3.94E-08,3.12E-13,3.07E-08,0,5.66E-08,0,4,0,0,1,0,0
1128,36119012201,0,0,0,0,0,0,2.22E-08,0,1.07E-07,2.05E-11,1.53E-07,0,0,0,1,3,0,0
1129,36059415102,4.31E-12,1,0,0,0,6.70E-11,3.61E-08,1.92E-12,1.11E-07,4.87E-10,2.50E-07,1.77E-11,0,0,0,2,0,0
1130,36059304100,0,0,3,1,0,7.66E-12,3.38E-08,6.87E-13,1.87E-07,4.97E-10,1.65E-07,4.47E-12,0,2,2,1,0,1
1131,36075021604,0,0,1,0,4,0,4.24E-08,1.71E-11,1.90E-07,1.07E-11,2.30E-07,0,0,1,0,6,0,0
1132,36007012201,0,0,0,0,0,0,1.38E-07,1.32E-12,4.32E-07,0,1.57E-07,0,0,0,4,0,0,0
1133,36001002600,0,7,2,0,1,1.11E-10,7.63E-08,5.17E-13,2.56E-07,1.01E-11,1.57E-07,4.84E-12,2,1,0,3,0,0
1134,36001012700,0,3,0,0,0,0,0,0,1.07E-07,1.68E-11,1.26E-07,0,2,0,4,0,0,0
1135,36081044601,0,18,1,5,0,0,0,2.77E-14,5.57E-08,0,3.92E-08,0,6,1,0,1,0,4
1136,36007001100,0,1,0,0,0,0,7.87E-08,1.11E-11,8.51E-08,1.74E-12,5.41E-08,0,0,0,1,2,0,0
1137,36059416000,0,1,3,0,0,0,8.49E-08,1.31E-12,1.15E-07,6.63E-11,1.73E-07,7.48E-12,1,1,2,3,0,0
1138,36081015801,0,3,2,0,0,0,3.75E-09,5.05E-13,2.44E-08,0,9.83E-08,0,2,2,0,0,0,0
1139,36079010800,0,1,0,0,0,0,0,3.21E-12,8.80E-07,1.20E-10,6.85E-07,0,1,0,3,0,0,0
1140,36037951000,0,1,0,0,0,0,0,0,1.81E-07,0,1.42E-07,0,0,0,1,0,0,0
1141,36061006800,0,64,0,1,0,0,0,0,1.79E-08,0,1.92E-08,0,6,1,2,1,0,0
1142,36029016801,0,0,0,0,0,0,0,1.36E-13,4.08E-08,0,9.09E-08,0,0,0,1,3,0,2
1143,36111954000,0,0,0,0,0,0,7.07E-08,0,1.10E-06,0,6.09E-07,0,0,0,0,0,0,0
1144,36103147803,0,0,0,0,0,0,2.65E-08,0,1.22E-07,0,1.44E-07,0,0,0,1,4,0,0
1145,36069051501,5.18E-11,5,3,0,1,5.03E-11,0,6.80E-11,4.00E-07,2.51E-10,5.37E-07,0,1,1,0,0,0,0
1146,36071011602,0,0,0,0,0,5.26E-13,0,5.29E-09,1.21E-06,2.00E-10,9.96E-07,0,0,0,1,1,0,0
1147,36047003000,0,2,0,0,0,0,1.22E-08,0,3.76E-09,0,1.89E-08,0,2,0,0,0,0,0
1148,36047014500,0,24,1,0,0,0,0,0,1.93E-08,0,2.65E-08,0,10,1,0,2,0,0
1149,36055013300,1.52E-11,1,0,0,0,2.25E-11,2.02E-07,1.24E-09,1.63E-06,1.92E-10,4.71E-07,3.87E-12,1,0,1,2,0,0
1150,36033950701,0,1,0,0,0,0,0,0,2.79E-06,0,3.18E-06,0,1,0,0,0,0,0
1151,36059414501,0,0,0,0,0,0,0,4.96E-14,2.73E-08,5.56E-12,2.18E-07,0,0,0,0,0,0,0
1152,36061021200,0,3,0,1,2,0,0,0,3.12E-08,7.01E-12,1.27E-08,0,1,0,2,1,0,0
1153,36103134702,0,4,0,0,0,1.37E-10,6.78E-08,2.94E-11,3.10E-07,1.13E-09,3.39E-07,0,0,0,0,0,0,1
1154,36045061600,0,4,16,0,0,2.53E-11,1.61E-07,0,1.24E-06,0,9.97E-07,8.12E-11,3,9,2,2,0,1
1155,36059517500,0,0,0,0,0,2.72E-11,0,2.11E-11,1.84E-07,3.62E-10,1.96E-07,1.22E-11,0,0,2,6,0,0
1156,36121970400,0,0,0,0,0,1.64E-13,0,5.45E-10,3.11E-06,0,9.42E-07,0,0,0,2,1,0,0
1157,36081018502,0,6,0,1,0,0,0,0,3.98E-09,0,1.77E-08,0,1,0,0,1,0,0
1158,36057070900,0,6,5,0,0,0,8.68E-09,0,1.19E-07,0,9.69E-08,0,1,2,3,2,0,1
1159,36061014000,0,47,0,12,1,0,0,0,1.53E-08,0,2.06E-08,0,4,0,1,0,0,0
1160,36081124100,0,4,0,0,0,0,0,0,8.05E-08,0,1.52E-07,0,2,0,0,0,0,0
1161,36029007202,0,2,2,0,0,0,5.13E-08,2.86E-12,1.65E-07,2.64E-12,1.58E-08,0,0,0,0,0,0,0
1162,36047078000,0,0,0,0,0,0,0,0,0,0,2.66E-08,0,0,0,0,1,0,0
1163,36103158705,0,0,0,0,0,0,0,1.78E-11,1.02E-07,3.40E-11,2.64E-07,0,0,0,0,0,0,0
1164,36081020500,0,0,0,0,0,5.70E-11,6.21E-08,0,6.65E-08,0,5.44E-08,0,0,0,0,0,0,0
1165,36103110803,0,7,0,0,1,5.75E-11,0,1.97E-11,7.27E-07,2.07E-10,4.50E-07,5.01E-12,0,0,0,7,0,0
1166,36005031200,0,0,0,0,1,0,0,0,8.84E-09,0,2.38E-08,0,0,0,0,0,0,0
1167,36081008600,0,2,0,1,0,0,0,3.64E-14,4.15E-08,0,1.18E-07,0,1,0,0,2,0,0
1168,36103111508,0,0,1,0,2,0,0,1.05E-11,9.76E-08,0,2.50E-07,0,0,1,0,1,0,0
1169,36047061003,0,0,1,0,0,0,0,0,2.52E-08,0,2.67E-08,0,0,1,0,0,0,0
1170,36005021301,0,0,0,0,0,0,1.66E-08,0,5.78E-09,0,8.16E-09,0,0,0,0,0,0,0
1171,36067015701,0,1,3,0,0,0,0,0,1.25E-06,3.74E-12,4.36E-07,0,0,2,0,0,0,0
1172,36089492000,1.30E-11,12,1,0,0,1.38E-11,1.03E-07,7.21E-11,5.63E-07,2.57E-10,1.37E-06,9.13E-12,6,1,0,4,0,0
1173,36063020900,0,1,0,0,1,0,0,0,9.29E-08,0,8.12E-08,0,1,0,3,0,0,0
1174,36081040901,0,0,0,0,0,0,0,0,3.29E-10,0,1.32E-08,0,0,0,0,2,0,0
1175,36069051302,0,0,0,0,0,0,0,1.00E-11,5.91E-07,0,8.68E-07,0,0,0,1,0,0,0
1176,36047015000,0,0,0,0,0,0,0,0,1.27E-08,0,1.80E-08,0,0,0,0,1,0,0
1177,36059303600,5.38E-12,18,6,1,6,0,0,0,2.12E-07,2.26E-10,1.97E-07,4.26E-12,2,2,5,3,1,9
1178,36067011242,0,0,0,0,0,0,4.84E-08,0,4.44E-08,0,3.50E-07,0,0,0,0,0,0,0
1179,36047080200,0,0,1,0,0,0,0,3.96E-15,8.63E-09,0,2.79E-08,0,0,0,3,0,0,0
1180,36081015600,0,0,0,0,0,0,0,0,8.07E-09,0,7.18E-08,0,0,0,1,0,0,0
1181,36091060505,0,0,0,0,0,0,0,0,1.07E-06,0,9.25E-07,0,0,0,1,0,0,0
1182,36061007300,0,48,1,2,0,0,0,0,8.06E-09,0,3.46E-08,0,9,0,0,1,0,1
1183,36047006700,0,17,1,4,0,0,0,0,8.20E-09,0,2.00E-08,0,9,1,0,2,0,0
1184,36047086800,0,0,1,0,0,0,0,0,1.61E-08,0,2.66E-08,0,0,1,0,0,0,0
1185,36081065600,0,5,0,1,0,0,7.71E-09,5.13E-14,5.99E-08,0,1.57E-07,2.25E-12,1,0,0,0,0,0
1186,36061007600,4.33E-12,60,4,4,0,0,0,1.01E-14,3.27E-08,0,1.07E-08,0,8,2,0,0,0,0
1187,36047024300,0,5,0,0,0,0,0,0,5.39E-09,0,2.21E-08,0,4,0,1,2,0,0
1188,36047014700,0,4,0,0,0,0,2.48E-09,0,9.43E-09,0,6.76E-09,0,1,0,0,2,0,0
1189,36077590301,0,1,0,0,0,0,0,0,8.03E-07,0,7.80E-07,0,1,0,3,0,0,0
1190,36063022602,0,11,9,0,0,5.32E-12,8.86E-08,3.86E-13,8.31E-07,8.71E-12,4.11E-07,7.44E-11,6,6,0,0,0,0
1191,36005038200,0,0,0,0,0,0,0,0,8.71E-09,0,7.91E-08,0,0,0,0,0,0,0
1192,36103124102,0,6,0,0,0,0,0,1.61E-14,5.75E-08,2.63E-11,1.55E-07,0,3,0,1,1,0,0
1193,36099950900,4.74E-13,5,2,0,1,1.77E-12,0,1.66E-09,1.49E-06,0,1.85E-06,0,2,1,2,1,0,0
1194,36047077400,0,0,1,0,0,0,0,2.91E-13,1.05E-08,0,2.36E-08,0,0,1,0,1,0,0
1195,36017970400,0,2,0,0,0,0,0,0,8.54E-08,0,1.79E-07,0,1,1,2,2,0,0
1196,36119012804,0,0,0,0,0,0,1.58E-07,0,7.03E-07,0,4.21E-07,0,0,0,1,2,0,0
1197,36059411800,1.15E-13,17,4,3,1,0,0,9.21E-13,1.65E-07,7.72E-12,2.20E-07,4.71E-11,4,2,0,7,0,1
1198,36065022000,0,1,0,0,0,2.49E-11,0,0,2.32E-07,0,1.53E-07,0,0,0,1,0,0,0
1199,36085006700,0,0,0,1,2,0,0,2.49E-14,7.65E-08,0,9.00E-08,0,0,0,2,3,0,0
1200,36037950800,0,0,0,0,2,0,0,0,1.18E-07,0,1.21E-07,0,0,0,4,2,0,0
1201,36061003800,1.66E-14,101,10,2,1,0,0,1.69E-14,1.13E-08,0,2.90E-08,0,11,0,1,5,0,1
1202,36081097202,0,0,0,0,0,0,0,0,6.62E-08,0,3.75E-08,0,0,0,0,0,0,0
1203,36065025400,0,0,10,0,0,0,1.32E-07,0,4.41E-07,0,6.40E-07,0,0,4,2,0,0,0
1204,36119006302,0,0,0,0,1,0,4.41E-08,0,1.35E-07,0,3.31E-08,0,0,0,1,0,0,2
1205,36071001100,0,3,15,2,10,0,0,0,4.65E-08,1.05E-11,1.57E-07,0,0,8,0,2,0,0
1206,36061003602,0,13,0,0,0,0,0,0,1.05E-08,0,1.34E-08,0,2,0,1,0,0,0
1207,36055014204,0,2,1,0,0,4.16E-12,1.31E-07,2.29E-12,1.78E-07,0,1.37E-07,0,1,0,1,1,0,0
1208,36029012502,0,0,0,0,0,0,2.16E-08,0,3.76E-08,0,9.04E-08,0,0,0,0,0,0,0
1209,36085002100,7.02E-12,15,1,0,0,5.36E-12,0,1.15E-13,1.16E-07,3.75E-11,7.79E-08,1.55E-12,0,0,0,3,0,1
1210,36107020702,0,1,0,0,0,1.42E-11,7.42E-08,8.39E-12,1.70E-06,0,9.38E-07,0,1,0,0,0,0,0
1211,36005031600,0,0,0,0,0,0,0,0,4.32E-09,0,2.87E-08,0,0,0,0,0,0,0
1212,36077591500,0,1,1,0,0,0,0,0,1.72E-06,0,2.22E-06,0,0,0,2,0,0,0
1213,36021001400,0,0,1,0,0,0,0,1.60E-10,1.03E-06,0,1.42E-06,0,0,0,0,0,0,0
1214,36017970502,0,0,0,0,0,0,0,0,1.51E-06,0,9.61E-07,0,0,0,3,0,0,0
1215,36103158102,0,0,0,0,0,0,0,7.07E-13,1.11E-07,5.94E-10,2.16E-07,0,0,0,0,0,0,0
1216,36047079400,0,1,0,0,0,0,0,2.55E-14,2.36E-08,0,2.67E-08,0,0,0,6,0,0,0
1217,36075020201,0,1,0,0,0,0,1.32E-07,5.67E-11,6.67E-07,0,1.27E-06,0,0,0,0,0,0,0
1218,36047022100,0,11,0,0,0,0,0,0,1.02E-08,0,1.95E-08,0,4,0,2,0,0,0
1219,36113076000,0,1,1,0,0,0,0,9.32E-14,2.75E-06,1.10E-11,1.24E-06,0,1,1,1,0,0,0
1220,36061002000,0,0,0,0,0,0,8.73E-09,0,1.09E-08,6.74E-12,1.43E-09,0,0,0,2,1,0,0
1221,36081054700,0,17,0,1,0,0,0,0,3.70E-09,0,2.76E-08,0,8,1,1,0,0,0
1222,36081122704,0,0,0,0,0,0,0,9.87E-13,8.47E-08,0,5.41E-08,0,0,0,0,2,0,0
1223,36081038400,0,1,0,0,0,0,0,0,4.64E-08,0,8.89E-08,0,0,0,0,0,0,0
1224,36055012308,0,0,0,0,0,0,0,8.33E-12,3.01E-07,2.99E-11,2.59E-07,0,0,0,0,0,0,0
1225,36047020800,0,0,0,0,0,0,0,0,1.23E-09,0,2.46E-08,0,0,0,0,0,0,0
1226,36081109300,0,0,0,0,2,0,4.20E-08,0,7.94E-08,0,2.33E-07,0,0,0,0,1,0,0
1227,36007000300,0,1,0,0,0,0,1.33E-07,1.02E-11,8.80E-08,0,1.50E-07,0,1,0,0,0,0,0
1228,36103158606,0,2,2,0,0,0,8.81E-08,0,2.48E-07,1.51E-10,2.79E-07,1.75E-11,1,1,0,5,0,0
1229,36061013602,0,0,0,0,0,0,0,0,3.40E-09,0,7.52E-09,0,0,0,0,0,0,0
1230,36047034200,0,0,0,0,0,0,0,0,2.95E-08,4.64E-12,1.99E-08,0,0,0,0,2,0,1
1231,36081093401,0,0,0,0,0,0,0,0,3.88E-08,0,1.34E-07,0,0,0,0,1,0,0
1232,36061000600,0,37,0,3,1,0,1.90E-08,0,2.86E-08,8.25E-12,2.49E-08,0,12,0,1,2,0,0
1233,36061001300,0,47,1,4,0,0,1.14E-08,5.46E-13,4.66E-07,1.67E-13,2.98E-08,2.38E-12,9,0,0,2,0,5
1234,36029014501,0,0,0,0,0,0,0,0,1.50E-07,0,1.97E-07,0,0,0,2,0,0,0
1235,36081065702,0,0,0,0,0,0,0,0,1.48E-08,0,1.96E-08,0,0,0,0,0,0,0
1236,36055011504,0,1,0,0,1,0,0,6.20E-11,5.04E-07,5.37E-11,4.76E-07,0,0,0,2,7,0,0
1237,36117020106,0,3,0,0,0,2.37E-12,1.09E-07,1.33E-10,3.22E-07,0,1.80E-07,0,2,2,1,8,0,0
1238,36103124500,0,1,0,0,0,0,0,0,1.06E-07,0,2.32E-07,2.94E-12,0,0,0,3,0,3
1239,36047050401,0,1,0,0,0,0,9.84E-09,0,1.73E-08,0,1.85E-08,0,1,0,1,1,0,0
1240,36047011200,0,2,0,0,0,0,0,0,6.92E-09,0,3.10E-08,0,2,0,0,2,0,0
1241,36047069000,0,0,0,1,0,0,0,0,1.15E-08,0,7.12E-08,0,0,0,0,1,0,0
1242,36047052000,0,10,0,0,1,0,0,0,0,0,3.21E-08,0,1,0,0,0,0,2
1243,36047102600,0,0,0,0,0,0,0,0,1.55E-08,0,5.29E-08,0,0,0,0,0,0,0
1244,36019103800,0,0,0,0,0,4.99E-12,0,1.55E-11,4.21E-06,3.84E-11,3.62E-06,0,0,0,4,0,0,0
1245,36089492302,3.49E-13,0,2,0,0,1.37E-12,0,1.80E-10,6.74E-07,2.55E-10,1.52E-06,0,0,2,0,0,0,0
1246,36005031000,0,0,1,0,0,0,1.05E-08,0,5.12E-08,0,9.52E-08,0,0,0,1,0,0,0
1247,36111953600,0,1,26,0,5,0,1.31E-07,5.14E-12,4.59E-07,1.76E-11,4.54E-07,0,0,11,0,5,0,0
1248,36047083600,0,3,1,0,0,0,0,0,1.60E-08,0,5.06E-08,0,2,1,0,2,0,0
1249,36061018300,0,31,3,2,0,0,1.42E-08,0,2.42E-08,0,1.88E-08,0,7,0,0,1,0,1
1250,36105950802,0,1,0,0,0,0,0,0,4.66E-07,0,8.17E-07,0,1,0,0,0,0,0
1251,36053030702,0,1,1,0,0,1.06E-11,0,4.63E-12,9.77E-07,0,9.87E-07,0,0,0,0,0,0,0
1252,36001014002,0,4,3,0,0,0,2.77E-11,2.45E-12,1.62E-07,3.07E-13,2.28E-07,0,2,2,0,0,0,0
1253,36047117000,0,0,0,0,0,0,0,0,4.20E-08,0,3.33E-08,0,0,0,1,1,0,0
1254,36005030701,0,0,0,0,0,0,0,1.20E-13,8.25E-08,0,8.89E-08,0,0,0,0,1,0,0
1255,36085011402,0,1,1,0,0,0,0,0,3.11E-08,0,8.72E-08,0,0,0,1,0,0,0
1256,36067014800,0,1,4,0,2,7.06E-10,9.23E-08,1.87E-12,4.94E-07,1.05E-10,3.53E-07,4.13E-11,0,4,0,2,0,1
1257,36089492700,0,6,3,0,1,1.66E-11,1.90E-07,1.71E-09,7.87E-07,0,1.56E-06,0,3,2,6,4,0,0
1258,36007012300,0,0,0,0,0,0,5.16E-07,0,1.88E-06,0,1.92E-06,0,0,0,1,0,0,0
1259,36081012301,4.88E-12,0,1,0,0,1.79E-12,0,2.38E-14,3.47E-08,2.91E-12,9.49E-08,0,0,0,0,2,0,0
1260,36047009202,0,3,0,0,0,0,0,0,2.65E-10,0,1.19E-08,0,1,0,0,0,0,0
1261,36119000103,0,3,2,1,0,0,0,0,6.19E-08,3.49E-14,2.02E-08,1.86E-12,0,2,1,1,0,4
1262,36081146700,0,6,1,1,0,0,2.42E-08,0,6.76E-08,0,1.13E-07,0,0,0,0,0,0,0
1263,36103123500,0,1,0,0,5,0,3.78E-08,0,3.24E-07,3.65E-11,2.32E-07,1.27E-11,0,1,1,5,0,0
1264,36081005400,0,0,6,0,0,0,0,0,3.27E-08,0,1.38E-07,0,0,4,1,1,0,0
1265,36103110104,0,6,0,0,0,0,0,1.24E-10,4.99E-07,0,3.12E-07,0,0,1,1,8,0,0
1266,36119009701,0,0,0,0,0,0,5.08E-09,0,3.49E-08,0,1.04E-07,0,0,0,0,0,0,0
1267,36029009012,0,4,3,0,0,0,0,3.52E-12,1.65E-07,5.65E-12,2.07E-07,0,2,1,0,2,0,0
1268,36029007304,0,6,3,0,1,0,5.36E-08,0,5.21E-07,0,3.44E-07,1.56E-12,0,2,4,2,0,1
1269,36047057800,1.09E-12,9,0,1,0,0,0,0,2.00E-08,2.62E-12,4.11E-08,0,2,0,2,2,0,0
1270,36005027900,0,0,1,0,0,0,1.78E-08,0,4.22E-08,0,5.59E-08,0,0,1,0,0,0,0
1271,36081011100,0,0,0,0,0,0,0,0,1.53E-08,0,3.07E-08,0,0,0,0,0,0,0
1272,36059413804,0,0,0,0,0,0,0,0,4.50E-08,0,1.46E-07,0,0,0,0,0,0,0
1273,36081156700,0,0,0,0,5,0,1.46E-07,2.15E-12,3.54E-07,9.53E-13,1.25E-07,0,0,0,0,1,0,1
1274,36085007400,0,2,0,1,0,0,0,1.24E-13,3.71E-08,0,7.60E-08,0,0,0,1,1,0,0
1275,36047044902,0,3,0,0,0,9.48E-11,3.08E-08,0,1.54E-07,0,1.08E-07,0,0,0,0,0,0,0
1276,36077591401,0,0,0,0,0,0,2.02E-07,0,6.99E-07,0,9.01E-07,0,0,0,3,2,0,0
1277,36063022601,0,0,0,0,0,8.52E-11,5.26E-08,0,2.39E-07,0,2.54E-07,0,0,0,1,0,0,0
1278,36081001200,0,10,0,1,0,0,0,0,1.34E-08,0,8.63E-08,0,1,0,1,1,0,0
1279,36059407203,0,1,1,0,0,0,0,1.03E-12,3.34E-08,9.47E-13,9.85E-08,0,0,0,0,4,0,0
1280,36047032700,0,13,3,0,0,0,0,0,2.57E-08,0,1.79E-08,0,6,1,2,0,0,1
1281,36081056600,0,3,0,2,0,0,0,0,1.39E-08,0,6.73E-08,0,0,0,1,0,0,0
1282,36055013508,1.39E-13,1,0,0,0,0,0,8.56E-11,2.91E-07,0,2.61E-07,2.54E-13,0,0,1,0,0,0
1283,36103146613,0,2,1,0,0,2.25E-11,7.09E-09,0,1.47E-07,0,2.32E-07,0,0,0,0,2,0,0
1284,36081046902,0,4,0,1,0,0,0,0,9.34E-10,0,1.59E-08,0,3,0,0,0,0,0
1285,36055001600,0,0,3,0,0,0,0,0,6.35E-08,0,1.05E-07,0,0,2,0,0,0,0
1286,36091061701,0,3,3,0,0,5.88E-11,0,5.19E-12,1.41E-06,5.76E-12,5.77E-07,2.46E-11,1,3,1,2,0,0
1287,36081120701,0,0,0,0,0,0,0,0,2.53E-08,0,1.30E-07,0,0,0,0,0,0,0
1288,36005026702,0,0,0,0,0,0,0,0,1.40E-08,0,1.72E-08,0,0,0,0,1,0,0
1289,36005027401,0,1,0,0,0,0,3.57E-08,6.98E-13,3.50E-08,0,9.75E-08,0,1,0,0,0,0,0
1290,36103158304,0,0,1,0,0,0,0,0,4.34E-07,0,6.09E-07,0,0,0,3,0,0,0
1291,36119010400,0,5,3,0,0,0,0,1.12E-13,1.73E-07,9.22E-12,1.27E-07,0,0,0,7,2,0,1
1292,36081097206,0,0,0,0,0,0,0,0,3.26E-08,0,6.37E-08,0,0,0,1,0,0,0
1293,36059304202,0,2,7,0,0,7.12E-11,5.29E-08,1.13E-11,2.13E-07,4.96E-11,2.12E-07,1.28E-11,1,0,2,3,0,0
1294,36111954800,0,1,4,0,2,3.97E-13,0,7.03E-12,3.61E-07,3.40E-12,4.54E-07,0,1,2,4,4,0,0
1295,36119005902,0,2,0,0,0,0,0,0,4.17E-07,0,3.15E-07,0,0,0,0,5,0,0
1296,36063022713,0,0,2,0,0,0,0,0,1.64E-07,1.67E-11,1.70E-07,0,0,0,2,0,0,0
1297,36041950400,0,0,1,0,0,0,0,8.41E-12,1.34E-06,1.30E-11,1.48E-06,0,0,0,0,0,0,0
1298,36005038600,0,0,0,0,0,0,0,0,3.31E-08,0,1.23E-07,0,0,0,0,1,0,0
1299,36119983000,0,0,0,0,0,0,2.17E-08,0,7.88E-08,0,6.20E-09,0,0,0,0,0,0,0
1300,36081121100,0,0,0,0,0,0,0,8.32E-12,1.39E-07,0,1.56E-08,0,0,0,0,0,0,0
1301,36103158402,2.27E-12,8,0,1,0,2.91E-11,7.64E-10,5.31E-12,3.36E-07,6.93E-10,4.29E-07,0,3,1,2,3,0,0
1302,36081133300,0,8,0,1,0,0,0,0,7.54E-08,0,1.97E-07,0,3,0,0,1,0,0
1303,36081009100,0,1,0,0,0,0,0,0,1.83E-08,0,1.76E-08,0,1,0,0,0,0,0
1304,36061028100,0,0,0,0,0,0,0,0,6.72E-09,0,4.62E-09,0,0,0,0,1,0,1
1305,36005039100,0,19,1,1,0,0,0,5.71E-15,1.96E-08,0,3.78E-08,0,8,2,2,2,0,0
1306,36005014400,0,0,0,0,0,0,1.19E-08,0,3.54E-08,2.06E-11,3.05E-08,0,0,0,0,0,0,0
1307,36081125700,0,1,0,0,1,0,0,0,4.04E-08,0,1.14E-07,0,0,0,0,4,0,0
1308,36047099000,0,0,0,0,0,0,0,0,8.60E-09,0,5.24E-08,0,0,0,0,1,0,0
1309,36059408900,0,1,2,1,2,0,2.16E-08,7.71E-13,1.73E-07,1.77E-12,2.42E-07,1.99E-11,0,0,0,4,0,0
1310,36005041900,0,4,0,2,0,0,1.40E-08,0,2.02E-08,0,5.07E-08,0,7,0,0,1,0,1
1311,36081145102,0,0,0,0,0,0,1.20E-08,0,5.35E-08,0,1.01E-07,0,0,0,0,0,0,0
1312,36081128300,0,0,0,0,0,0,2.77E-07,0,2.00E-07,0,2.17E-08,0,0,0,0,0,0,0
1313,36061023600,0,1,0,0,0,0,1.68E-08,0,5.13E-08,6.65E-12,1.33E-08,0,1,0,4,0,0,1
1314,36061001600,0,57,3,5,0,0,8.13E-09,1.10E-13,3.39E-08,0,1.86E-08,0,7,0,0,4,3,1
1315,36081019400,0,0,0,0,0,0,2.82E-08,9.14E-13,2.21E-08,0,9.81E-08,0,0,0,0,0,0,0
1316,36119010100,0,8,0,0,0,0,5.75E-11,5.16E-13,9.15E-08,0,2.15E-07,0,3,0,2,0,0,1
1317,36007014100,0,0,0,0,1,0,1.91E-08,0,1.06E-07,5.07E-11,1.64E-07,0,0,0,1,0,0,0
1318,36081047300,0,9,2,2,0,0,0,0,3.99E-08,0,2.27E-08,0,5,2,0,1,0,0
1319,36043010501,0,1,0,0,0,0,1.67E-08,0,1.09E-07,0,1.41E-07,0,0,0,4,0,0,0
1320,36119013700,0,0,0,0,1,2.62E-11,9.50E-08,0,3.38E-07,0,3.95E-07,0,0,0,3,2,0,0
1321,36005015900,0,2,0,0,0,0,0,0,1.09E-08,0,7.09E-09,0,1,0,0,1,0,0
1322,36117021400,0,1,0,0,0,2.21E-11,0,2.00E-11,1.39E-07,0,3.39E-07,0,0,2,1,1,0,0
1323,36055009404,0,6,1,0,0,0,2.56E-08,0,1.30E-07,0,2.55E-08,0,0,0,0,0,0,1
1324,36067000400,0,3,0,0,0,0,0,0,1.62E-07,0,1.38E-07,0,1,0,1,4,0,0
1325,36081119100,0,3,0,0,0,0,0,0,5.64E-09,0,6.74E-08,0,2,0,0,0,0,0
1326,36005020400,0,1,0,0,2,0,0,0,5.62E-09,0,2.80E-08,0,1,0,0,0,0,1
1327,36055007600,0,3,2,0,0,0,7.15E-11,0,8.50E-08,0,1.08E-07,0,0,1,2,2,0,0
1328,36047040200,0,5,2,0,0,0,0,0,1.66E-08,0,2.26E-08,0,1,0,0,1,0,0
1329,36081118500,0,0,0,0,0,0,0,0,1.85E-08,0,4.65E-08,0,0,0,0,0,0,0
1330,36043010701,0,0,3,0,0,0,0,0,1.40E-07,0,1.80E-07,0,0,2,1,0,0,0
1331,36001014401,0,2,0,0,0,6.12E-10,1.82E-07,6.31E-12,1.22E-06,0,9.21E-07,0,2,0,1,2,0,0
1332,36061023300,0,20,0,0,0,0,8.91E-09,0,1.55E-08,0,2.26E-08,0,1,0,2,1,0,0
1333,36081000101,0,5,0,1,0,1.29E-13,1.09E-08,2.76E-13,1.63E-08,0,4.26E-08,0,1,0,2,1,0,2
1334,36005029500,0,4,0,1,0,0,0,0,3.70E-08,0,6.25E-08,0,1,0,0,0,0,0
1335,36047092200,0,0,0,0,0,0,0,0,6.73E-08,0,2.69E-08,0,0,0,1,0,0,0
1336,36027150006,0,13,14,1,0,0,0,1.83E-10,1.67E-07,1.59E-10,1.47E-07,1.56E-11,2,7,1,8,0,0
1337,36103158119,0,0,9,0,0,0,5.70E-08,1.18E-11,2.19E-07,1.18E-10,3.04E-07,1.88E-11,0,8,2,6,0,0
1338,36047018300,0,17,3,0,1,0,0,0,6.93E-09,0,1.90E-08,0,2,1,0,2,0,0
1339,36059518900,0,10,18,2,0,1.24E-10,3.21E-09,1.59E-11,5.96E-07,2.22E-10,3.36E-07,4.35E-11,4,5,0,1,2,3
1340,36001014616,0,1,1,0,0,0,8.54E-08,0,2.57E-07,0,4.55E-07,0,0,1,0,1,0,0
1341,36059409700,0,0,1,0,0,0,8.07E-08,1.18E-12,8.06E-08,8.72E-11,2.09E-07,0,0,0,0,0,0,0
